1"38,88,143,185,242,295,335,377,414,456,497,533",
"51,102,162,210,259,313,367,395,441,477,519,550"
2"37,84,149,197,265,344,387,435,477,534,574,634",
"58,119,179,230,286,358,417,459,505,553,601,650"
3,"24,87,161,217,298,358,409,457,504,546,597,643",
"56,124,194,252,317,389,441,486,529,576,623,670"
4"2,78,144,197,263,325,374,427,469,511,557,603",
"49,115,175,232,294,353,406,451,496,538,585,631"
5"46,144,200,246,308,366,411,453,493,543",
"82,166,226,276,340,391,431,478,515,560"
6,"58,111,172,217,277,328,378,421,460,507,551,593",
"83,136,200,252,305,360,405,445,486,530,571,620"
7,"28,99,159,206,269,331,389,435,475,520,562,601",
"57,122,184,233,298,364,412,457,503,544,581,622"
8,"26,84,143,181,243,298,350,395,428,477,519,563",
"50,107,163,208,265,325,373,413,460,502,543,589"
9,"44,105,162,207,261,319,361,399,439,472,521,560",
"69,128,181,229,284,340,388,422,457,498,541,583"
10,"25,78,144,191,262,312,351,397,440,486,537,575",
"48,110,172,221,281,335,377,419,467,511,554,599"
11,"43,92,142,200,241,288,335,380,414,448,483,520",
"64,107,162,214,259,310,364,393,434,463,505,536"
12,"22,77,132,199,253,305,355,398,436,474,516,554"
,"46,98,158,223,276,325,377,418,459,495,536,574"
13,"27,76,126,169,215,263,310,345,383,417,459,510"
,"50,97,147,190,234,280,331,362,404,437,482,526"
14,"19,74,141,197,251,309,357,404,445,486,527,566"
,"42,97,165,218,277,333,380,426,469,510,550,599"
15,"33,88,143,221,270,321,362,403,439,478,521,557",
"60,108,162,243,291,338,383,422,459,504,540,574"
16,"43,91,139,206,251,299,336,372,410,445,480,511",
"60,109,156,226,273,319,353,387,424,458,494,528"
17,"32,81,127,169,212,258,299,336,371,411,454,500",
"54,101,146,187,234,276,318,350,391,426,474,524"
18,"47,94,159,217,280,353,407,462,513,561,611,661",
"63,118,184,244,314,380,435,490,532,587,633,689"
19,"29,77,124,179,232,287,337,382,426,470,515,556"
,"47,94,147,202,257,312,362,405,449,489,535,578"
20,"25,68,113,163,208,254,305,339,385,423,465,501"
,"44,87,132,183,224,281,318,362,404,449,488,519"
21,"37,85,145,191,246,303,364,399,437,475,522,560",
"55,110,165,210,266,328,381,418,457,498,541,584"
22,"29,79,132,172,220,266,313,350,383,422,461,491"
,"46,97,151,193,237,285,329,367,400,444,479,511"
23,"17,67,120,157,204,250,287,323,368,403,439,476"
,"30,83,137,174,217,265,300,339,379,419,458,499"
24,"47,110,174,214,274,326,377,414,458,505,548,588",
"65,130,192,243,295,346,394,436,477,520,561,604"
25,"50,103,151,196,250,302,351,389,434,472,510,545",
"66,120,171,217,272,321,367,407,447,487,527,567"
26,"34,83,131,174,221,271,313,344,375,414,449,483",
"47,102,149,190,241,287,328,361,392,427,461,498"
27,"36,83,130,172,228,270,316,349,383,418,453,484"
,"49,96,146,188,243,291,327,362,395,433,467,505"
28,"38,89,142,177,226,277,325,354,392,433,469,502",
"52,105,158,195,241,295,338,371,408,447,482,518"
29,"27,76,128,172,223,276,326,353,399,436,475,512"
,"44,94,147,192,240,293,340,373,411,450,493,530"
30,"20,66,111,150,196,247,293,332,371,406,449,483"
,"33,81,128,168,215,266,312,347,385,422,462,501"
31,"28,67,108,148,189,232,275,311,350,385,424,461"
,"46,81,123,168,207,248,291,334,368,405,444,478"
32,"23,69,119,170,214,263,311,351,392,431,472,511"
,"43,88,142,189,234,281,332,368,408,452,490,530"
33,"20,75,126,166,214,261,310,337,377,409,449,484"
,"44,94,148,187,234,283,326,355,392,427,467,503"
34,"20,69,118,163,215,270,317,355,392,426,465,498"
,"39,85,140,186,236,295,340,372,411,446,482,519"
35,"38,81,122,161,207,254,289,320,358,391,429,461"
,"56,98,143,179,223,272,309,338,373,413,449,481"
36,"21,72,118,165,215,268,322,361,400,440,481,519"
,"41,89,138,186,236,288,346,377,419,467,502,546"
37,"20,69,122,167,221,272,321,362,396,432,470,509"
,"38,88,140,193,242,295,348,381,415,453,493,527"
38,"30,81,133,183,237,289,343,382,423,456,492,528",
"55,101,157,208,259,310,366,401,441,474,509,550"
39,"28,80,132,175,229,285,333,368,405,442,477,514",
"53,100,154,200,254,309,357,389,425,465,498,532"
40,"47,95,155,201,249,302,350,384,418,451,490,525",
"63,117,177,219,267,325,371,403,436,469,508,542"
41,"56,109,163,214,262,316,361,396,430,464,501,533",
"77,132,185,228,284,334,380,414,452,482,521,556"
42,"61,118,167,204,254,301,345,378,414,448,480,517",
"84,133,188,220,275,319,365,395,432,464,493,533"
43,"53,98,149,192,236,288,324,360,393,428,465,501",
"70,119,168,209,261,307,340,378,412,446,484,518"
44,"86,140,183,227,299,381,445,474,510,550,586,624",
"104,155,206,250,325,404,458,495,528,567,603,639"
45,"37,88,137,178,226,271,319,350,383,419,456,495",
"56,108,155,195,239,289,336,367,401,437,473,511"
46,"105,158,203,233,277,324,361,392,426,456,490,527",
"128,174,220,257,294,347,382,412,442,470,509,546"
47,"36,83,125,163,206,247,294,330,371,406,442,483"
,"54,96,142,179,218,269,313,355,390,426,459,498"
48,"21,75,125,165,210,264,302,332,364,397,438,474"
,"37,93,143,182,232,284,320,351,384,418,456,493"
49,"50,96,147,187,234,281,314,341,371,404,451,486",
"65,117,171,206,252,299,324,357,388,431,477,518"
50,"78,123,175,219,270,322,362,390,431,462,497,529",
"94,146,202,241,289,340,380,409,443,480,515,545"
