WIN_20240407_15_51_59_Pro.mp4
start_frame,21.0,71.0,118.0,159.0,208.0,254.0,299.0,339.0,373.0,402.0,437.0,467.0
end_frame,47.0,95.0,139.0,183.0,232.0,278.0,329.0,358.0,391.0,422.0,456.0,489.0
WIN_20240407_16_13_47_Pro.mp4
start_frame,17.0,59.0,105.0,148.0,195.0,248.0,294.0,326.0,352.0,388.0,419.0,455.0
end_frame,33.0,80.0,124.0,171.0,219.0,268.0,311.0,342.0,375.0,409.0,446.0,480.0
WIN_20240407_16_15_31_Pro.mp4
start_frame,47.0,128.0,214.0,289.0,349.0,415.0,496.0,544.0,586.0,631.0,670.0,719.0
end_frame,93.0,167.0,255.0,314.0,384.0,458.0,525.0,564.0,612.0,656.0,697.0,746.0
WIN_20240407_16_16_09_Pro.mp4
start_frame,45.0,124.0,184.0,247.0,299.0,358.0,408.0,450.0,498.0,542.0,587.0,630.0
end_frame,95.0,157.0,219.0,270.0,331.0,386.0,440.0,483.0,526.0,571.0,619.0,668.0
WIN_20240407_16_16_40_Pro.mp4
start_frame,57.0,115.0,175.0,229.0,280.0,337.0,391.0,431.0,467.0,513.0,554.0,598.0
end_frame,87.0,146.0,203.0,253.0,303.0,362.0,422.0,453.0,499.0,540.0,576.0,625.0
WIN_20240407_16_17_05_Pro.mp4
start_frame,60.0,111.0,167.0,215.0,268.0,322.0,372.0,408.0,457.0,492.0,534.0,573.0
end_frame,80.0,140.0,194.0,242.0,292.0,351.0,400.0,439.0,482.0,520.0,560.0,600.0
WIN_20240407_16_17_36_Pro.mp4
start_frame,34.0,81.0,134.0,180.0,234.0,288.0,340.0,379.0,423.0,460.0,506.0,537.0
end_frame,59.0,108.0,162.0,209.0,261.0,316.0,371.0,406.0,451.0,489.0,528.0,570.0
WIN_20240407_16_18_00_Pro.mp4
start_frame,102.0,145.0,197.0,243.0,301.0,361.0,412.0,446.0,488.0,524.0,569.0,606.0
end_frame,117.0,171.0,223.0,274.0,330.0,391.0,439.0,478.0,517.0,555.0,592.0,634.0
WIN_20240407_16_18_25_Pro.mp4
start_frame,83.0,130.0,180.0,222.0,279.0,330.0,382.0,419.0,456.0,489.0,529.0,556.0
end_frame,104.0,154.0,208.0,254.0,304.0,356.0,414.0,447.0,479.0,513.0,548.0,581.0
WIN_20240407_16_18_48_Pro.mp4
start_frame,30.0,76.0,128.0,177.0,223.0,272.0,321.0,351.0,395.0,427.0,465.0,499.0
end_frame,46.0,97.0,153.0,197.0,247.0,299.0,345.0,382.0,421.0,450.0,483.0,529.0
WIN_20240407_16_19_13_Pro.mp4
start_frame,38.0,88.0,137.0,184.0,233.0,282.0,330.0,364.0,404.0,437.0,475.0,511.0
end_frame,58.0,111.0,159.0,210.0,256.0,305.0,355.0,389.0,427.0,462.0,496.0,538.0
WIN_20240407_16_19_36_Pro.mp4
start_frame,43.0,91.0,142.0,201.0,237.0,280.0,320.0,352.0,381.0,414.0,448.0,476.0
end_frame,61.0,114.0,165.0,217.0,258.0,304.0,345.0,371.0,402.0,436.0,469.0,503.0
WIN_20240407_16_26_00_Pro.mp4
start_frame,8.0,92.0,152.0,212.0,279.0,346.0,419.0,465.0,537.0,594.0,663.0,709.0
end_frame,58.0,120.0,185.0,247.0,310.0,381.0,452.0,511.0,570.0,637.0,695.0,746.0
WIN_20240407_16_27_33_Pro.mp4
start_frame,25.0,84.0,130.0,185.0,245.0,297.0,357.0,392.0,423.0,451.0,481.0,510.0
end_frame,51.0,103.0,166.0,213.0,270.0,326.0,386.0,414.0,442.0,471.0,504.0,531.0
WIN_20240407_16_27_59_Pro.mp4
start_frame,16.0,82.0,154.0,209.0,283.0,347.0,393.0,438.0,475.0,507.0,540.0,576.0
end_frame,43.0,109.0,189.0,244.0,310.0,381.0,432.0,463.0,499.0,531.0,566.0,598.0
WIN_20240407_16_28_24_Pro.mp4
start_frame,11.0,81.0,139.0,191.0,250.0,306.0,360.0,396.0,436.0,469.0,511.0,546.0
end_frame,49.0,109.0,174.0,218.0,272.0,338.0,386.0,421.0,460.0,501.0,534.0,567.0
WIN_20240407_16_28_50_Pro.mp4
start_frame,18.0,72.0,134.0,185.0,255.0,313.0,364.0,407.0,439.0,472.0,511.0,545.0
end_frame,37.0,101.0,167.0,222.0,281.0,346.0,397.0,430.0,466.0,497.0,533.0,566.0
WIN_20240407_16_29_14_Pro.mp4
start_frame,20.0,79.0,146.0,203.0,267.0,327.0,390.0,421.0,456.0,492.0,532.0,566.0
end_frame,43.0,116.0,179.0,239.0,300.0,361.0,412.0,444.0,486.0,519.0,557.0,588.0
WIN_20240407_16_29_40_Pro.mp4
start_frame,11.0,74.0,129.0,183.0,250.0,307.0,351.0,401.0,429.0,466.0,496.0,532.0
end_frame,38.0,102.0,164.0,219.0,276.0,336.0,389.0,419.0,457.0,486.0,521.0,553.0
WIN_20240407_16_30_04_Pro.mp4
start_frame,18.0,71.0,127.0,178.0,236.0,288.0,334.0,377.0,409.0,438.0,466.0,496.0
end_frame,43.0,104.0,162.0,207.0,260.0,318.0,370.0,399.0,433.0,454.0,487.0,524.0
WIN_20240407_16_30_28_Pro.mp4
start_frame,10.0,70.0,127.0,171.0,230.0,284.0,326.0,363.0,393.0,423.0,453.0,494.0
end_frame,42.0,102.0,163.0,208.0,257.0,311.0,352.0,382.0,415.0,445.0,481.0,516.0
WIN_20240407_16_30_50_Pro.mp4
start_frame,20.0,74.0,125.0,172.0,232.0,288.0,342.0,373.0,400.0,433.0,464.0,498.0
end_frame,45.0,99.0,157.0,204.0,256.0,312.0,367.0,393.0,424.0,454.0,490.0,520.0
WIN_20240407_16_31_11_Pro.mp4
start_frame,13.0,67.0,121.0,160.0,212.0,266.0,306.0,345.0,370.0,405.0,436.0,468.0
end_frame,39.0,90.0,145.0,188.0,237.0,290.0,339.0,361.0,397.0,422.0,458.0,493.0
WIN_20240407_16_31_32_Pro.mp4
start_frame,16.0,65.0,120.0,164.0,219.0,276.0,316.0,348.0,378.0,405.0,431.0,467.0
end_frame,34.0,89.0,148.0,189.0,244.0,297.0,343.0,368.0,399.0,425.0,452.0,492.0
WIN_20240407_16_34_16_Pro.mp4
start_frame,20.0,71.0,124.0,241.0,286.0,344.0,383.0,404.0,438.0,469.0,495.0,526.0
end_frame,39.0,93.0,146.0,261.0,314.0,370.0,399.0,430.0,460.0,489.0,516.0,550.0
WIN_20240407_16_34_38_Pro.mp4
start_frame,17.0,75.0,133.0,167.0,222.0,279.0,319.0,345.0,374.0,400.0,432.0,460.0,494.0,519.0
end_frame,42.0,100.0,159.0,192.0,249.0,309.0,337.0,368.0,393.0,421.0,452.0,484.0,511.0,541.0
WIN_20240407_16_35_02_Pro.mp4
start_frame,23.0,68.0,131.0,196.0,224.0,256.0,282.0,311.0,349.0,420.0,476.0,528.0
end_frame,41.0,97.0,155.0,219.0,247.0,274.0,305.0,333.0,370.0,445.0,502.0,553.0
WIN_20240407_16_35_29_Pro.mp4
start_frame,20.0,68.0,113.0,172.0,217.0,271.0,307.0,329.0,363.0,393.0,427.0,450.0
end_frame,38.0,88.0,145.0,189.0,239.0,300.0,324.0,353.0,384.0,413.0,442.0,477.0
WIN_20240407_16_35_54_Pro.mp4
start_frame,16.0,80.0,143.0,192.0,240.0,294.0,351.0,393.0,421.0,452.0,479.0,516.0,545.0
end_frame,52.0,106.0,167.0,214.0,265.0,322.0,381.0,412.0,443.0,472.0,503.0,534.0,564.0
WIN_20240407_16_36_16_Pro.mp4
start_frame,53.0,105.0,159.0,207.0,252.0,309.0,350.0,376.0,406.0,429.0,460.0,486.0
end_frame,73.0,129.0,185.0,227.0,280.0,338.0,367.0,396.0,423.0,451.0,477.0,507.0
WIN_20240407_16_36_37_Pro.mp4
start_frame,19.0,61.0,117.0,166.0,210.0,264.0,306.0,334.0,366.0,392.0,427.0,452.0
end_frame,38.0,86.0,146.0,185.0,234.0,293.0,323.0,353.0,383.0,415.0,443.0,472.0
WIN_20240407_16_36_56_Pro.mp4
start_frame,24.0,73.0,132.0,175.0,227.0,274.0,319.0,347.0,383.0,412.0,445.0,477.0
end_frame,41.0,99.0,159.0,196.0,247.0,303.0,334.0,367.0,401.0,434.0,465.0,499.0
WIN_20240407_16_37_16_Pro.mp4
start_frame,7.0,57.0,118.0,159.0,205.0,251.0,295.0,324.0,355.0,383.0,416.0,445.0
end_frame,25.0,82.0,146.0,179.0,226.0,280.0,316.0,344.0,374.0,404.0,436.0,467.0
WIN_20240407_16_37_35_Pro.mp4
start_frame,16.0,57.0,113.0,163.0,208.0,257.0,311.0,337.0,370.0,398.0,429.0,459.0
end_frame,32.0,83.0,142.0,182.0,232.0,285.0,328.0,358.0,387.0,417.0,450.0,483.0
WIN_20240407_16_38_54_Pro.mp4
start_frame,12.0,69.0,146.0,243.0,285.0,340.0,403.0,438.0,467.0,498.0,525.0,553.0
end_frame,51.0,116.0,177.0,258.0,312.0,363.0,430.0,455.0,488.0,516.0,545.0,572.0
WIN_20240407_16_39_17_Pro.mp4
start_frame,20.0,73.0,131.0,183.0,225.0,269.0,315.0,342.0,374.0,408.0,443.0,471.0
end_frame,47.0,101.0,153.0,202.0,247.0,289.0,333.0,362.0,398.0,430.0,461.0,488.0
WIN_20240407_16_39_39_Pro.mp4
start_frame,14.0,52.0,95.0,135.0,176.0,217.0,257.0,285.0,313.0,346.0,379.0,412.0
end_frame,32.0,70.0,111.0,155.0,195.0,237.0,275.0,302.0,333.0,365.0,399.0,429.0
WIN_20240407_16_39_57_Pro.mp4
start_frame,15.0,51.0,91.0,124.0,165.0,204.0,248.0,276.0,303.0,334.0,371.0,404.0
end_frame,32.0,66.0,111.0,145.0,183.0,224.0,265.0,291.0,321.0,354.0,393.0,420.0
WIN_20240407_16_40_14_Pro.mp4
start_frame,6.0,49.0,93.0,143.0,182.0,226.0,264.0,291.0,316.0,344.0,375.0,401.0
end_frame,23.0,68.0,116.0,159.0,197.0,239.0,280.0,306.0,334.0,363.0,392.0,420.0
WIN_20240407_16_40_31_Pro.mp4
start_frame,31.0,77.0,128.0,171.0,209.0,253.0,286.0,317.0,347.0,378.0,405.0,436.0
end_frame,50.0,95.0,148.0,187.0,227.0,269.0,305.0,335.0,367.0,395.0,424.0,453.0
WIN_20240407_16_40_51_Pro.mp4
start_frame,16.0,64.0,107.0,136.0,177.0,221.0,251.0,287.0,315.0,347.0,373.0,406.0
end_frame,40.0,82.0,123.0,156.0,198.0,240.0,273.0,302.0,334.0,364.0,393.0,423.0
WIN_20240407_16_41_22_Pro.mp4
start_frame,7.0,65.0,97.0,135.0,168.0,206.0,235.0,262.0,288.0,316.0,342.0,368.0
end_frame,46.0,77.0,111.0,149.0,185.0,222.0,251.0,279.0,307.0,330.0,358.0,383.0
WIN_20240407_16_41_38_Pro.mp4
start_frame,22.0,69.0,102.0,132.0,163.0,197.0,225.0,248.0,273.0,299.0,322.0,349.0
end_frame,52.0,83.0,117.0,146.0,180.0,212.0,239.0,262.0,287.0,311.0,338.0,361.0
WIN_20240407_16_41_53_Pro.mp4
start_frame,14.0,44.0,76.0,100.0,134.0,165.0,194.0,223.0,247.0,269.0,302.0,329.0
end_frame,26.0,57.0,91.0,115.0,148.0,180.0,214.0,237.0,262.0,284.0,318.0,343.0
WIN_20240407_18_26_42_Pro.mp4
start_frame,15.0,84.0,149.0,189.0,227.0,282.0,319.0,345.0,377.0,406.0,438.0,465.0
end_frame,50.0,118.0,173.0,204.0,256.0,312.0,338.0,365.0,399.0,429.0,456.0,489.0
WIN_20240407_18_27_02_Pro.mp4
start_frame,17.0,73.0,130.0,162.0,212.0,272.0,311.0,335.0,368.0,393.0,425.0,454.0
end_frame,39.0,103.0,157.0,184.0,240.0,304.0,328.0,354.0,384.0,413.0,447.0,479.0
WIN_20240407_18_27_21_Pro.mp4
start_frame,13.0,70.0,132.0,169.0,218.0,271.0,317.0,341.0,372.0,399.0,436.0,465.0
end_frame,35.0,100.0,161.0,190.0,243.0,301.0,335.0,363.0,394.0,423.0,456.0,490.0
WIN_20240407_18_27_40_Pro.mp4
start_frame,18.0,64.0,119.0,154.0,197.0,256.0,293.0,321.0,357.0,383.0,417.0,444.0
end_frame,39.0,88.0,144.0,174.0,227.0,283.0,314.0,342.0,373.0,402.0,434.0,467.0
WIN_20240407_18_28_00_Pro.mp4
start_frame,16.0,59.0,114.0,153.0,197.0,253.0,292.0,318.0,349.0,376.0,406.0,433.0
end_frame,34.0,82.0,141.0,172.0,227.0,284.0,310.0,338.0,366.0,397.0,422.0,454.0
WIN_20240407_18_28_18_Pro.mp4
start_frame,20.0,64.0,116.0,150.0,192.0,244.0,286.0,313.0,346.0,374.0,404.0,430.0
end_frame,36.0,87.0,141.0,169.0,218.0,273.0,304.0,331.0,362.0,395.0,419.0,449.0
WIN_20240407_18_28_36_Pro.mp4
start_frame,15.0,69.0,123.0,161.0,205.0,259.0,297.0,322.0,351.0,379.0,409.0,436.0
end_frame,45.0,95.0,148.0,181.0,231.0,284.0,313.0,344.0,367.0,396.0,424.0,458.0
WIN_20240407_18_28_56_Pro.mp4
start_frame,15.0,61.0,116.0,153.0,196.0,246.0,286.0,317.0,347.0,372.0,401.0,431.0
end_frame,31.0,82.0,144.0,173.0,223.0,272.0,305.0,338.0,364.0,392.0,418.0,452.0
WIN_20240407_18_29_14_Pro.mp4
start_frame,19.0,65.0,119.0,156.0,198.0,250.0,284.0,313.0,340.0,365.0,394.0,422.0
end_frame,36.0,89.0,144.0,177.0,227.0,274.0,304.0,330.0,356.0,384.0,411.0,443.0
WIN_20240407_18_29_31_Pro.mp4
start_frame,19.0,60.0,112.0,152.0,195.0,246.0,289.0,319.0,348.0,374.0,405.0,436.0
end_frame,36.0,85.0,138.0,174.0,220.0,272.0,309.0,336.0,364.0,392.0,428.0,457.0
WIN_20240407_18_30_41_Pro.mp4
start_frame,17.0,57.0,109.0,150.0,202.0,256.0,304.0,338.0,368.0,410.0,440.0,470.0
end_frame,35.0,82.0,133.0,179.0,229.0,289.0,331.0,361.0,395.0,431.0,462.0,499.0
WIN_20240407_18_31_00_Pro.mp4
start_frame,14.0,68.0,127.0,165.0,235.0,297.0,346.0,380.0,410.0,447.0,476.0,505.0
end_frame,29.0,97.0,155.0,206.0,267.0,326.0,370.0,403.0,437.0,465.0,497.0,529.0
WIN_20240407_18_31_22_Pro.mp4
start_frame,23.0,73.0,130.0,175.0,238.0,297.0,350.0,394.0,428.0,466.0,501.0,542.0
end_frame,42.0,103.0,161.0,205.0,263.0,325.0,377.0,421.0,454.0,489.0,528.0,565.0
WIN_20240407_18_31_44_Pro.mp4
start_frame,19.0,74.0,138.0,188.0,248.0,305.0,351.0,385.0,417.0,455.0,487.0,526.0
end_frame,37.0,105.0,173.0,217.0,273.0,330.0,374.0,405.0,444.0,476.0,514.0,547.0
WIN_20240407_18_32_05_Pro.mp4
start_frame,16.0,69.0,131.0,183.0,243.0,298.0,330.0,377.0,408.0,444.0,478.0,512.0
end_frame,37.0,98.0,167.0,211.0,263.0,320.0,367.0,397.0,433.0,468.0,504.0,536.0
WIN_20240407_18_32_26_Pro.mp4
start_frame,15.0,76.0,131.0,236.0,302.0,357.0,397.0,433.0,466.0,503.0,531.0,567.0
end_frame,37.0,99.0,161.0,261.0,323.0,374.0,423.0,458.0,492.0,520.0,553.0,589.0
WIN_20240407_18_32_50_Pro.mp4
start_frame,17.0,65.0,109.0,150.0,199.0,246.0,282.0,310.0,337.0,364.0,394.0,432.0
end_frame,38.0,85.0,133.0,176.0,218.0,262.0,303.0,329.0,356.0,385.0,419.0,451.0
WIN_20240407_18_33_12_Pro.mp4
start_frame,17.0,72.0,133.0,178.0,245.0,308.0,350.0,401.0,432.0,467.0,498.0,535.0
end_frame,40.0,100.0,159.0,218.0,270.0,334.0,387.0,423.0,455.0,491.0,525.0,558.0

WIN_20240407_18_33_34_Pro.mp4
start_frame,7.0,63.0,123.0,173.0,237.0,293.0,331.0,370.0,406.0,443.0
end_frame,36.0,92.0,149.0,207.0,262.0,315.0,365.0,394.0,433.0,466.0
WIN_20240407_18_33_55_Pro.mp4
start_frame,19.0,74.0,137.0,180.0,249.0,303.0,340.0,382.0,419.0,456.0,497.0,530.0
end_frame,44.0,103.0,165.0,214.0,269.0,320.0,370.0,403.0,448.0,481.0,522.0,552.0
WIN_20240407_18_40_41_Pro.mp4
start_frame,17.0,64.0,122.0,189.0,233.0,290.0,324.0,349.0,380.0,406.0,432.0,457.0
end_frame,33.0,88.0,147.0,205.0,262.0,315.0,341.0,370.0,397.0,422.0,448.0,476.0
WIN_20240407_18_41_01_Pro.mp4
start_frame,23.0,67.0,120.0,152.0,194.0,244.0,286.0,312.0,340.0,367.0,395.0,422.0
end_frame,42.0,88.0,143.0,172.0,218.0,272.0,302.0,330.0,355.0,383.0,410.0,442.0
WIN_20240407_18_41_18_Pro.mp4
start_frame,18.0,86.0,138.0,173.0,216.0,267.0,309.0,337.0,364.0,390.0,418.0,447.0
end_frame,56.0,106.0,161.0,191.0,241.0,297.0,323.0,352.0,379.0,408.0,435.0,465.0
WIN_20240407_18_41_36_Pro.mp4
start_frame,15.0,64.0,118.0,156.0,200.0,250.0,295.0,318.0,352.0,374.0,404.0,431.0
end_frame,32.0,88.0,144.0,173.0,226.0,278.0,309.0,335.0,365.0,391.0,421.0,451.0
WIN_20240407_18_41_54_Pro.mp4
start_frame,21.0,66.0,115.0,157.0,196.0,248.0,282.0,311.0,343.0,373.0,401.0,431.0
end_frame,37.0,86.0,142.0,173.0,220.0,270.0,298.0,327.0,359.0,388.0,422.0,450.0
WIN_20240407_18_42_12_Pro.mp4
start_frame,17.0,56.0,106.0,141.0,181.0,228.0,267.0,295.0,324.0,352.0,380.0,408.0
end_frame,32.0,80.0,129.0,158.0,204.0,253.0,284.0,312.0,340.0,369.0,398.0,426.0
WIN_20240407_18_42_31_Pro.mp4
start_frame,37.0,89.0,130.0,173.0,219.0,266.0,296.0,324.0,353.0,381.0,413.0
end_frame,60.0,116.0,150.0,194.0,245.0,285.0,315.0,341.0,370.0,401.0,433.0
WIN_20240407_18_42_48_Pro.mp4
start_frame,14.0,53.0,98.0,138.0,175.0,219.0,264.0,291.0,321.0,347.0,376.0,401.0
end_frame,30.0,73.0,122.0,154.0,198.0,246.0,279.0,308.0,337.0,364.0,392.0,423.0
WIN_20240407_18_43_05_Pro.mp4
start_frame,12.0,58.0,108.0,140.0,176.0,223.0,268.0,297.0,327.0,354.0,383.0,411.0
end_frame,36.0,80.0,128.0,157.0,200.0,250.0,285.0,313.0,343.0,371.0,403.0,431.0
WIN_20240407_18_43_23_Pro.mp4
start_frame,13.0,55.0,106.0,143.0,183.0,225.0,264.0,293.0,324.0,353.0,387.0,414.0
end_frame,32.0,78.0,132.0,161.0,203.0,248.0,282.0,312.0,343.0,373.0,402.0,433.0
WIN_20240407_18_43_41_Pro.mp4
start_frame,10.0,50.0,100.0,138.0,178.0,220.0,260.0,290.0,322.0,351.0,380.0,410.0
end_frame,26.0,70.0,128.0,158.0,198.0,244.0,279.0,307.0,340.0,369.0,400.0,430.0
WIN_20240407_18_43_59_Pro.mp4
start_frame,19.0,60.0,117.0,152.0,189.0,235.0,276.0,308.0,339.0,369.0,397.0,426.0
end_frame,37.0,81.0,137.0,169.0,215.0,265.0,298.0,328.0,357.0,387.0,415.0,450.0
WIN_20240407_18_44_59_Pro.mp4
start_frame,19.0,69.0,113.0,154.0,208.0,257.0,291.0,325.0,353.0,381.0,407.0,437.0
end_frame,44.0,91.0,138.0,177.0,223.0,271.0,310.0,339.0,369.0,396.0,425.0,452.0
WIN_20240407_18_45_17_Pro.mp4
start_frame,14.0,50.0,110.0,158.0,211.0,262.0,315.0,349.0,376.0,413.0,441.0,475.0
end_frame,27.0,82.0,138.0,183.0,232.0,288.0,340.0,365.0,398.0,431.0,464.0,495.0
WIN_20240407_18_45_37_Pro.mp4
start_frame,15.0,64.0,117.0,161.0,227.0,280.0,317.0,359.0,392.0,434.0,467.0,501.0
end_frame,35.0,88.0,146.0,193.0,243.0,298.0,349.0,381.0,417.0,449.0,490.0,519.0
WIN_20240407_18_45_57_Pro.mp4
start_frame,8.0,59.0,110.0,155.0,205.0,254.0,305.0,339.0,368.0,403.0,433.0,471.0
end_frame,34.0,82.0,137.0,178.0,228.0,284.0,329.0,358.0,393.0,423.0,459.0,495.0
WIN_20240407_18_46_17_Pro.mp4
start_frame,17.0,68.0,118.0,171.0,221.0,282.0,337.0,366.0,401.0,438.0,474.0,513.0
end_frame,37.0,91.0,149.0,198.0,249.0,305.0,356.0,387.0,426.0,462.0,501.0,537.0
WIN_20240407_18_46_37_Pro.mp4
start_frame,15.0,64.0,115.0,161.0,212.0,266.0,324.0,366.0,405.0,439.0,480.0,512.0
end_frame,36.0,89.0,142.0,189.0,239.0,295.0,352.0,387.0,429.0,459.0,501.0,532.0
WIN_20240407_18_46_58_Pro.mp4
start_frame,13.0,57.0,109.0,151.0,206.0,255.0,311.0,338.0,372.0,403.0,437.0,475.0
end_frame,34.0,80.0,132.0,178.0,226.0,279.0,327.0,360.0,391.0,423.0,462.0,497.0
WIN_20240407_18_47_18_Pro.mp4
start_frame,14.0,64.0,124.0,176.0,237.0,294.0,331.0,379.0,413.0,448.0,489.0,524.0
end_frame,37.0,94.0,155.0,205.0,266.0,321.0,367.0,398.0,436.0,466.0,509.0,547.0
WIN_20240407_18_47_40_Pro.mp4
start_frame,16.0,70.0,128.0,173.0,236.0,288.0,340.0,375.0,408.0,440.0,473.0,510.0
end_frame,45.0,102.0,158.0,200.0,259.0,313.0,366.0,396.0,430.0,458.0,500.0,530.0
WIN_20240407_18_48_00_Pro.mp4
start_frame,18.0,71.0,124.0,178.0,235.0,289.0,331.0,362.0,396.0,429.0,461.0,494.0
end_frame,38.0,94.0,156.0,209.0,257.0,308.0,355.0,379.0,415.0,451.0,484.0,512.0
1.mp4
start_frame,38,88,143,185,242,295,335,377,414,456,497,533
end_frame,51,102,162,210,259,313,367,395,441,477,519,550
2.mp4
start_frame,37,84,149,197,265,344,387,435,477,534,574,634
end_frame,58,119,179,230,286,358,417,459,505,553,601,650
3.mp4
start_frame,24,87,161,217,298,358,409,457,504,546,597,643
end_frame,56,124,194,252,317,389,441,486,529,576,623,670
4.mp4
start_frame,2,78,144,197,263,325,374,427,469,511,557,603
end_frame,49,115,175,232,294,353,406,451,496,538,585,631
5.mp4
start_frame,46,144,200,246,308,366,411,453,493,543
end_frame,82,166,226,276,340,391,431,478,515,560
6.mp4
start_frame,58,111,172,217,277,328,378,421,460,507,551,593
end_frame,83,136,200,252,305,360,405,445,486,530,571,620
7.mp4
start_frame,28,99,159,206,269,331,389,435,475,520,562,601
end_frame,57,122,184,233,298,364,412,457,503,544,581,622
8.mp4
start_frame,26,84,143,181,243,298,350,395,428,477,519,563
end_frame,50,107,163,208,265,325,373,413,460,502,543,589
9.mp4
start_frame,44,105,162,207,261,319,361,399,439,472,521,560
end_frame,69,128,181,229,284,340,388,422,457,498,541,583
10.mp4
start_frame,25,78,144,191,262,312,351,397,440,486,537,575
end_frame,48,110,172,221,281,335,377,419,467,511,554,599
11.mp4
start_frame,43,92,142,200,241,288,335,380,414,448,483,520
end_frame,64,107,162,214,259,310,364,393,434,463,505,536
12.mp4
start_frame,22,77,132,199,253,305,355,398,436,474,516,554
end_frame,46,98,158,223,276,325,377,418,459,495,536,574
13.mp4
start_frame,27,76,126,169,215,263,310,345,383,417,459,510
end_frame,50,97,147,190,234,280,331,362,404,437,482,526
14.mp4
start_frame,19,74,141,197,251,309,357,404,445,486,527,566
end_frame,42,97,165,218,277,333,380,426,469,510,550,599
15.mp4
start_frame,33,88,143,221,270,321,362,403,439,478,521,557
end_frame,60,108,162,243,291,338,383,422,459,504,540,574
16.mp4
start_frame,43,91,139,206,251,299,336,372,410,445,480,511
end_frame,60,109,156,226,273,319,353,387,424,458,494,528
17.mp4
start_frame,32,81,127,169,212,258,299,336,371,411,454,500
end_frame,54,101,146,187,234,276,318,350,391,426,474,524
18.mp4
start_frame,47,94,159,217,280,353,407,462,513,561,611,661
end_frame,63,118,184,244,314,380,435,490,532,587,633,689
19.mp4
start_frame,29,77,124,179,232,287,337,382,426,470,515,556
end_frame,47,94,147,202,257,312,362,405,449,489,535,578
20.mp4
start_frame,25,68,113,163,208,254,305,339,385,423,465,501
end_frame,44,87,132,183,224,281,318,362,404,449,488,519
21.mp4
start_frame,37,85,145,191,246,303,364,399,437,475,522,560
end_frame,55,110,165,210,266,328,381,418,457,498,541,584
22.mp4
start_frame,29,79,132,172,220,266,313,350,383,422,461,491
end_frame,46,97,151,193,237,285,329,367,400,444,479,511
23.mp4
start_frame,17,67,120,157,204,250,287,323,368,403,439,476
end_frame,30,83,137,174,217,265,300,339,379,419,458,499
24.mp4
start_frame,47,110,174,214,274,326,377,414,458,505,548,588
end_frame,65,130,192,243,295,346,394,436,477,520,561,604
25.mp4
start_frame,50,103,151,196,250,302,351,389,434,472,510,545
end_frame,66,120,171,217,272,321,367,407,447,487,527,567
26.mp4
start_frame,34,83,131,174,221,271,313,344,375,414,449,483
end_frame,47,102,149,190,241,287,328,361,392,427,461,498
27.mp4
start_frame,36,83,130,172,228,270,316,349,383,418,453,484
end_frame,49,96,146,188,243,291,327,362,395,433,467,505
28.mp4
start_frame,38,89,142,177,226,277,325,354,392,433,469,502
end_frame,52,105,158,195,241,295,338,371,408,447,482,518
29.mp4
start_frame,27,76,128,172,223,276,326,353,399,436,475,512
